Artwork_Name,Artist Name,Artist Reputation,Sculpture_Type,Material,Height,Width,Weight,Creation_Year,Artwork_Age,Artist_Alive,Aesthetic_Descriptor,Provenance,Previous_Auction_Price,Price
Baroque_Sylvia_1833,Sylvia Ruiz,0.17,Baroque,Brass,36.0,11.0,55561.0,1876,149,No,Minimal,Private Collection,195.74,226.71
Minimalist_Keith_1834,Keith Lynch,0.37,Minimalist,Stone,18.0,,555032.0,1940,85,No,Intricate,Inherited Estate,1515.62,1585.6
Classical_Brian_1835,Brian Key,0.47,Classical,Wood,32.0,9.0,458.0,1906,119,No,Intricate,Acquired from Artist,3.67,5.34
Baroque_Ricardo_1836,Ricardo Mays,0.06,Baroque,Marble,31.0,11.0,349796.0,1964,61,Yes,Rustic,Auctioned in London,682.6,1003.69
Contemporary_Lisa_1837,Lisa Ortiz,0.03,Contemporary,Marble,3.0,2.0,94.0,2009,16,Yes,Rustic,Auctioned in London,3.54,5.01
Contemporary_Anna_1838,Anna Goldwyn,0.88,Contemporary,Marble,9.0,5.0,7237.0,1949,76,No,Polished,Gallery Exhibition,37.59,35.37
Modern_Clara_1839,Clara Dyer,0.81,Modern,Clay,10.0,,225.0,1945,80,No,Rustic,Acquired from Artist,3.72,4.43
Minimalist_Donald_1840,Donald Billingsley,0.21,Minimalist,Brass,21.0,11.0,16455.0,1962,63,Yes,Intricate,Museum Deaccession,34.1,31.44
Renaissance_Donald_1841,Donald Moore,0.52,Renaissance,Brass,47.0,23.0,283304.0,1954,71,Yes,Vibrant,Auctioned in New York,712.23,891.66
Modern_Rodolfo_1842,Rodolfo Smith,0.19,Modern,Clay,11.0,8.0,450.0,1974,51,Yes,Polished,Museum Deaccession,6.98,6.93
Modern_Ruth_1843,Ruth Wise,0.68,Modern,,34.0,,11094.0,2001,24,Yes,Intricate,Museum Deaccession,18.74,29.44
Baroque_Kathleen_1844,Kathleen Holcomb,0.42,Baroque,Brass,35.0,,36150.0,1969,56,Yes,Elegant,Private Collection,21.34,20.28
Classical_Terry_1845,Terry Thornhill,0.46,Classical,Stone,17.0,10.0,153330.0,1968,57,Yes,Polished,Inherited Estate,389.83,548.33
Baroque_Alfred_1846,Alfred Hix,0.58,Baroque,Brass,37.0,15.0,115674.0,1908,117,No,Minimal,Acquired from Artist,222.09,354.45
Contemporary_Christopher_1847,Christopher Johnson,0.51,Contemporary,,35.0,16.0,80780.0,1971,54,Yes,Elegant,Auctioned in London,201.69,247.51
Contemporary_William_1848,William Morgan,,Contemporary,Stone,23.0,,2889895.0,1886,139,No,Minimal,Auctioned in New York,4537.16,6374.48
Baroque_Lisa_1849,Lisa Schepis,0.24,Baroque,,46.0,20.0,1924.0,1967,58,Yes,Intricate,Auctioned in London,4.92,6.25
Contemporary_Denise_1850,Denise Okeefe,0.49,Contemporary,,12.0,7.0,31612.0,1953,72,Yes,Expressive,Gallery Exhibition,19.93,25.72
Minimalist_Tyler_1851,Tyler Smith,0.18,Minimalist,Aluminium,17.0,10.0,768.0,1857,168,No,Polished,Private Collection,4.68,4.3
Contemporary_James_1852,James Hanson,0.41,Contemporary,,7.0,5.0,4647.0,1914,111,No,Vibrant,Auctioned in New York,13.01,13.86
Renaissance_Herman_1853,Herman Schmal,0.16,Renaissance,Bronze,29.0,12.0,20525.0,1877,148,No,Polished,Auctioned in New York,30.3,31.51
Minimalist_Judy_1854,Judy Jones,0.42,Minimalist,Aluminium,25.0,11.0,1377.0,2014,11,Yes,Intricate,Inherited Estate,5.16,5.54
Renaissance_Bruce_1855,Bruce Moss,0.29,Renaissance,Bronze,18.0,12.0,10983.0,1915,110,No,Polished,Museum Deaccession,16.26,19.57
Minimalist_Robert_1856,Robert Parker,0.19,Minimalist,Marble,17.0,9.0,58581.0,1932,93,No,Minimal,Auctioned in London,13.92,18.79
Minimalist_Denise_1857,Denise Dean,0.84,Minimalist,,5.0,4.0,,1994,31,Yes,Elegant,Acquired from Artist,3.95,4.47
Minimalist_Willie_1858,Willie Smith,0.57,Minimalist,Clay,10.0,5.0,314.0,1963,62,Yes,Polished,Gallery Exhibition,3.82,3.57
Classical_Angela_1859,Angela Payne,0.31,Classical,Wood,5.0,5.0,29.0,2017,8,Yes,Expressive,Museum Deaccession,4.04,4.11
Baroque_Patricia_1860,Patricia Smith,,Baroque,Stone,47.0,32.0,47544217.0,1975,50,Yes,Elegant,Gallery Exhibition,217360.79,230578.77
Modern_Joyce_1861,Joyce Sandifer,0.77,Modern,Bronze,6.0,5.0,409.0,1975,50,Yes,Intricate,Acquired from Artist,3.12,4.56
Minimalist_Kenneth_1862,Kenneth Anderson,0.72,Minimalist,Brass,30.0,8.0,16417.0,1998,27,Yes,Polished,Inherited Estate,86.02,85.12
Classical_David_1863,David Gordon,0.71,Classical,,6.0,4.0,,1905,120,No,Vibrant,Gallery Exhibition,5.89,5.84
Renaissance_Kathryn_1864,Kathryn Race,0.48,Renaissance,Clay,,32.0,36339.0,1937,88,No,Minimal,Museum Deaccession,11.39,17.92
Classical_Jean_1865,Jean Ferguson,0.41,Classical,Clay,31.0,15.0,6532.0,1878,147,No,Polished,Gallery Exhibition,4.94,5.56
Classical_Doug_1866,Doug Creech,0.44,Classical,Aluminium,34.0,8.0,812.0,1853,172,No,Polished,Auctioned in New York,4.05,3.87
Abstract_Sue_1867,Sue Brewer,0.69,Abstract,Wood,19.0,7.0,230.0,1883,142,No,Intricate,Auctioned in London,6.91,6.83
Modern_David_1868,David Ward,0.31,Modern,Brass,7.0,5.0,,1861,164,No,Elegant,Auctioned in New York,3.56,4.89
Renaissance_Norman_1869,Norman Scarborough,0.74,Renaissance,Wood,,14.0,902.0,1966,59,Yes,Vibrant,Auctioned in New York,5.73,6.35
Abstract_Dawn_1870,Dawn Nakasone,0.86,Abstract,Wood,20.0,12.0,397.0,1995,30,Yes,Minimal,Acquired from Artist,3.41,5.1
Classical_Shirley_1871,Shirley Farrell,0.36,Classical,Stone,23.0,9.0,495810.0,1957,68,Yes,Rustic,Auctioned in New York,286.57,434.38
Baroque_Michael_1872,Michael Fierro,,Baroque,Stone,19.0,,289823.0,1933,92,No,Rustic,Auctioned in New York,2516.79,2449.93
Minimalist_James_1873,James Moore,0.53,Minimalist,Brass,23.0,10.0,15608.0,2008,17,Yes,Polished,Gallery Exhibition,28.86,45.75
Modern_Virginia_1874,Virginia Sullivan,,Modern,Bronze,15.0,6.0,2016.0,1879,146,No,Polished,Museum Deaccession,3.62,5.15
Renaissance_Daniel_1875,Daniel Hodge,0.29,Renaissance,Bronze,3.0,2.0,13.0,1896,129,No,Vibrant,Acquired from Artist,6.29,5.99
Contemporary_Peter_1876,Peter Thompson,0.24,Contemporary,Stone,7.0,4.0,3816.0,1999,26,Yes,Intricate,Museum Deaccession,9.5,11.32
Classical_John_1877,John Jehle,0.33,Classical,Bronze,24.0,16.0,28999.0,1921,104,No,Elegant,Auctioned in New York,15.01,24.88
Renaissance_Valerie_1878,Valerie Lindeland,0.8,Renaissance,Wood,35.0,10.0,822.0,1853,172,No,Elegant,Acquired from Artist,5.19,6.84
Baroque_Teresa_1879,Teresa Chambers,,Baroque,,5.0,5.0,,1914,111,No,Polished,Museum Deaccession,4.52,6.66
Classical_Margo_1880,Margo Kemp,0.49,Classical,,7.0,5.0,186.0,1953,72,Yes,Polished,Private Collection,4.5,4.73
Renaissance_Danielle_1881,Danielle Bobeck,,Renaissance,Clay,44.0,26.0,17390.0,1984,41,Yes,Vibrant,Inherited Estate,60.63,75.27
Minimalist_Debbie_1882,Debbie Creason,0.1,Minimalist,Aluminium,16.0,7.0,409.0,1956,69,Yes,Polished,Gallery Exhibition,2.9,3.96
Baroque_Rose_1883,Rose Vrba,0.1,Baroque,Stone,,22.0,12474924.0,2001,24,Yes,Intricate,Acquired from Artist,4492.43,4810.59
Minimalist_Sara_1884,Sara Smith,0.56,Minimalist,Marble,27.0,13.0,434034.0,1977,48,Yes,Rustic,Inherited Estate,1239.25,1466.26
Abstract_Tanya_1885,Tanya Hibbard,0.01,Abstract,Bronze,12.0,7.0,1996.0,1854,171,No,Vibrant,Acquired from Artist,2.6,3.19
Baroque_Brian_1886,Brian Henderson,0.62,Baroque,,13.0,,3071.0,1868,157,No,Elegant,Acquired from Artist,2.57,3.53
Modern_Harry_1887,Harry Ahmed,0.45,Modern,Wood,24.0,11.0,442.0,1944,81,No,Expressive,Acquired from Artist,4.02,6.56
Baroque_Joseph_1888,Joseph Shetler,0.06,Baroque,,9.0,5.0,310.0,1943,82,No,Elegant,Museum Deaccession,7.02,6.74
Abstract_Lori_1889,Lori Mcadoo,0.82,Abstract,Wood,15.0,8.0,98.0,1858,167,No,Expressive,Private Collection,3.31,4.02
Baroque_Gilbert_1890,Gilbert Kumar,0.82,Baroque,Aluminium,16.0,6.0,440.0,1952,73,Yes,Rustic,Gallery Exhibition,6.03,6.93
Renaissance_John_1891,John King,0.06,Renaissance,Clay,12.0,6.0,656.0,1854,171,No,Expressive,Acquired from Artist,2.9,3.67
Classical_Rick_1892,Rick Hedges,,Classical,Marble,39.0,18.0,4143181.0,2020,5,Yes,Intricate,Private Collection,33878.63,42748.31
Classical_Lana_1893,Lana Mullen,0.6,Classical,Clay,22.0,11.0,2999.0,1926,99,No,Intricate,Inherited Estate,7.56,7.66
Baroque_Doug_1894,Doug Brown,0.62,Baroque,Aluminium,34.0,13.0,1977.0,1938,87,No,Rustic,Gallery Exhibition,14.28,13.06
Modern_Mary_1895,Mary Raminez,0.39,Modern,Wood,25.0,14.0,492.0,1903,122,No,Vibrant,Museum Deaccession,5.49,5.72
Modern_John_1896,John Duke,0.67,Modern,Brass,21.0,6.0,3781.0,2009,16,Yes,Expressive,Auctioned in London,14.52,16.14
Contemporary_Laverne_1897,Laverne Wilson,0.56,Contemporary,Stone,40.0,18.0,10740646.0,1946,79,No,Minimal,Museum Deaccession,6215.27,6544.28
Abstract_Timothy_1898,Timothy Cross,,Abstract,,42.0,21.0,2618.0,1925,100,No,Intricate,Museum Deaccession,6.1,6.82
Minimalist_Martin_1899,Martin Sharon,0.83,Minimalist,,36.0,,2330.0,1998,27,Yes,Minimal,Inherited Estate,7.13,10.74
Classical_Richard_1900,Richard Dunsford,0.28,Classical,Wood,,9.0,,1927,98,No,Polished,Acquired from Artist,2.99,3.7
Renaissance_Sue_1901,Sue Contreras,0.01,Renaissance,Brass,18.0,10.0,8441.0,2019,6,Yes,Polished,Gallery Exhibition,12.06,13.99
Contemporary_Linda_1902,Linda Smith,0.5,Contemporary,Aluminium,9.0,4.0,,1986,39,Yes,Polished,Private Collection,5.93,5.71
Minimalist_Lloyd_1903,Lloyd Lazewski,0.83,Minimalist,Marble,34.0,10.0,838953.0,1859,166,No,Intricate,Inherited Estate,1398.59,2272.88
Modern_Cecile_1904,Cecile Miller,0.37,Modern,,28.0,9.0,615929.0,1933,92,No,Minimal,Gallery Exhibition,3717.5,3796.01
Contemporary_Sally_1905,Sally Mikasa,0.8,Contemporary,,9.0,4.0,785.0,1888,137,No,Polished,Inherited Estate,3.33,3.67
Abstract_Jodi_1906,Jodi Goodwin,0.63,Abstract,Clay,29.0,8.0,2002.0,1921,104,No,Elegant,Gallery Exhibition,13.09,12.36
Classical_James_1907,James Avellaneda,0.49,Classical,Bronze,26.0,8.0,4796.0,1954,71,Yes,Expressive,Auctioned in New York,22.42,20.9
Modern_Angela_1908,Angela Beadle,0.91,Modern,Clay,34.0,11.0,2261.0,1920,105,No,Elegant,Acquired from Artist,5.06,8.31
Minimalist_Karen_1909,Karen Johnson,1.0,Minimalist,,42.0,22.0,76361.0,1955,70,Yes,Expressive,Acquired from Artist,525.06,812.34
Classical_Patricia_1910,Patricia Hardin,0.57,Classical,Aluminium,34.0,,2993.0,1979,46,Yes,Vibrant,Museum Deaccession,12.12,11.6
Classical_Michael_1911,Michael Holbrook,0.77,Classical,Bronze,16.0,6.0,1833.0,1990,35,Yes,Elegant,Private Collection,13.7,12.63
Minimalist_Carolyn_1912,Carolyn Strack,0.53,Minimalist,,9.0,4.0,4036.0,1976,49,Yes,Polished,Auctioned in New York,11.22,10.56
Abstract_Katie_1913,Katie Wiggins,0.84,Abstract,Aluminium,15.0,6.0,361.0,1889,136,No,Elegant,Inherited Estate,5.13,6.61
Abstract_Mary_1914,Mary Garza,0.07,Abstract,Stone,22.0,10.0,608417.0,1971,54,Yes,Minimal,Gallery Exhibition,1171.69,1928.03
Renaissance_Mary_1915,Mary Coleman,0.35,Renaissance,Wood,12.0,6.0,84.0,2010,15,Yes,Rustic,Inherited Estate,5.74,5.82
Renaissance_Vince_1916,Vince Harvell,0.37,Renaissance,Clay,17.0,11.0,1737.0,1928,97,No,Expressive,Inherited Estate,3.02,3.15
Renaissance_John_1917,John Anderson,,Renaissance,,29.0,7.0,303.0,1871,154,No,Minimal,Auctioned in New York,3.54,4.54
Modern_Shirley_1918,Shirley Bandy,0.55,Modern,Wood,8.0,5.0,65.0,1997,28,Yes,Minimal,Inherited Estate,5.16,6.6
Baroque_Marsha_1919,Marsha Walker,0.26,Baroque,Bronze,20.0,,3961.0,1893,132,No,Intricate,Acquired from Artist,12.21,15.49
Minimalist_Kelsey_1920,Kelsey Vallarta,0.05,Minimalist,Aluminium,,,565.0,1906,119,No,Expressive,Auctioned in New York,5.94,6.67
Classical_Joseph_1921,Joseph Hodgkins,0.55,Classical,Wood,5.0,,10.0,1860,165,No,Rustic,Museum Deaccession,2.66,3.44
Contemporary_Heather_1922,Heather Sinko,,Contemporary,Aluminium,18.0,7.0,355.0,1905,120,No,Expressive,Inherited Estate,4.86,6.54
Modern_Melissa_1923,Melissa Savitts,0.71,Modern,,28.0,,583413.0,1902,123,No,Minimal,Auctioned in London,3827.8,4950.36
Minimalist_Lucila_1924,Lucila Russell,0.13,Minimalist,Aluminium,23.0,13.0,1648.0,1995,30,Yes,Elegant,Private Collection,2.71,3.44
Renaissance_Corey_1925,Corey Ragland,0.22,Renaissance,,24.0,20.0,3300030.0,1902,123,No,Polished,Private Collection,3867.35,4014.89
Renaissance_Doug_1926,Doug Carver,0.16,Renaissance,Clay,24.0,11.0,3525.0,2019,6,Yes,Polished,Inherited Estate,5.74,8.35
Classical_Ryan_1927,Ryan Mertz,0.2,Classical,Clay,28.0,6.0,1347.0,2004,21,Yes,Minimal,Private Collection,2.8,3.24
Modern_Donn_1928,Donn Daughtrey,0.57,Modern,Clay,32.0,15.0,8542.0,1888,137,No,Minimal,Auctioned in New York,20.77,28.16
Baroque_John_1929,John Pate,0.2,Baroque,Wood,38.0,8.0,,1878,147,No,Intricate,Acquired from Artist,5.35,6.35
Modern_Grover_1930,Grover Hoover,0.92,Modern,Wood,13.0,6.0,130.0,1881,144,No,Intricate,Acquired from Artist,2.48,3.58
Renaissance_Clifford_1931,Clifford Johnson,0.01,Renaissance,Wood,9.0,5.0,54.0,2000,25,Yes,Minimal,Auctioned in London,3.18,3.75
Renaissance_Clifton_1932,Clifton Merrigan,,Renaissance,Clay,13.0,6.0,569.0,1940,85,No,Polished,Private Collection,2.17,3.37
Baroque_Victor_1933,Victor Rollins,,Baroque,Wood,5.0,3.0,17.0,1999,26,Yes,Elegant,Auctioned in London,2.75,4.02
Classical_Amy_1934,Amy Torres,0.54,Classical,Bronze,,13.0,,1999,26,Yes,Vibrant,Inherited Estate,28.65,45.95
Baroque_Gladys_1935,Gladys Cullum,0.29,Baroque,Bronze,28.0,11.0,16315.0,1948,77,No,Polished,Auctioned in London,12.77,18.13
Minimalist_Arthur_1936,Arthur Chappell,0.71,Minimalist,Wood,47.0,13.0,1030.0,1861,164,No,Rustic,Acquired from Artist,3.27,3.34
Contemporary_Mathew_1937,Mathew Spence,0.25,Contemporary,Aluminium,16.0,6.0,275.0,1954,71,Yes,Polished,Acquired from Artist,6.36,6.6
Modern_Eleanor_1938,Eleanor Brown,0.21,Modern,Wood,28.0,20.0,1026.0,2003,22,Yes,Expressive,Gallery Exhibition,5.41,4.92
Baroque_Charles_1939,Charles Henry,,Baroque,Marble,9.0,4.0,2952.0,1865,160,No,Polished,Acquired from Artist,10.07,15.32
Renaissance_Faye_1940,Faye Martinez,0.1,Renaissance,,19.0,6.0,146.0,2015,10,Yes,Vibrant,Auctioned in London,4.4,6.27
Contemporary_Barbara_1941,Barbara Kostura,0.72,Contemporary,Brass,20.0,13.0,25485.0,2013,12,Yes,Rustic,Inherited Estate,138.57,143.73
Contemporary_Patricia_1942,Patricia Blews,,Contemporary,Wood,15.0,,136.0,1973,52,Yes,Rustic,Inherited Estate,3.55,5.64
Classical_Julie_1943,Julie Bricker,0.55,Classical,Marble,35.0,8.0,207581.0,1929,96,No,Expressive,Acquired from Artist,118.86,188.01
Modern_Jenna_1944,Jenna Powers,0.39,Modern,Wood,34.0,13.0,1105.0,1992,33,Yes,Rustic,Auctioned in London,3.74,5.96
Baroque_Halley_1945,Halley Pugh,,Baroque,,18.0,11.0,1208.0,1923,102,No,Intricate,Museum Deaccession,5.3,6.06
Classical_Sarah_1946,Sarah Johnson,0.38,Classical,,,6.0,,1956,69,Yes,Minimal,Auctioned in London,20.27,19.42
Minimalist_Kelvin_1947,Kelvin Sparkman,0.63,Minimalist,Wood,20.0,12.0,417.0,1881,144,No,Rustic,Auctioned in New York,3.22,4.91
Minimalist_Diane_1948,Diane Sager,0.41,Minimalist,Wood,18.0,6.0,137.0,1865,160,No,Intricate,Auctioned in London,4.77,5.38
Abstract_Allene_1949,Allene Bell,0.55,Abstract,Brass,15.0,6.0,4556.0,1968,57,Yes,Vibrant,Museum Deaccession,4.57,6.65
Renaissance_Linda_1950,Linda Coyt,0.09,Renaissance,Aluminium,12.0,7.0,439.0,1873,152,No,Rustic,Auctioned in New York,3.53,5.61
Renaissance_Linwood_1951,Linwood Gravitt,0.85,Renaissance,Marble,30.0,8.0,210920.0,1958,67,Yes,Elegant,Auctioned in London,1327.69,1983.56
Minimalist_Betty_1952,Betty Moyer,,Minimalist,Brass,,6.0,1921.0,1862,163,No,Minimal,Auctioned in New York,4.06,4.16
Minimalist_Casey_1953,Casey Bryant,0.79,Minimalist,Wood,17.0,6.0,162.0,1971,54,Yes,Vibrant,Museum Deaccession,3.34,3.37
Contemporary_Ruby_1954,Ruby Evans,0.02,Contemporary,Clay,,24.0,28901.0,1859,166,No,Minimal,Private Collection,59.06,58.53
Minimalist_Kris_1955,Kris Craft,0.12,Minimalist,Clay,10.0,5.0,339.0,1892,133,No,Minimal,Museum Deaccession,2.74,3.51
Renaissance_Joyce_1956,Joyce Ibarra,0.22,Renaissance,Clay,6.0,4.0,100.0,1996,29,Yes,Intricate,Auctioned in New York,2.58,4.29
Contemporary_Jonathan_1957,Jonathan Dickerson,0.6,Contemporary,Marble,19.0,6.0,65232.0,1859,166,No,Minimal,Auctioned in London,114.92,115.45
Baroque_Hubert_1958,Hubert Garcia,,Baroque,Brass,41.0,18.0,37554.0,1907,118,No,Minimal,Inherited Estate,124.23,194.61
Modern_Barbara_1959,Barbara Mellott,0.44,Modern,Bronze,33.0,10.0,18473.0,1966,59,Yes,Vibrant,Inherited Estate,23.05,25.17
Classical_Dorothy_1960,Dorothy Figueroa,0.75,Classical,Marble,29.0,13.0,1068371.0,1978,47,Yes,Minimal,Inherited Estate,2332.72,3172.3
Abstract_Lorna_1961,Lorna Berry,0.54,Abstract,Marble,39.0,25.0,5872689.0,1939,86,No,Expressive,Museum Deaccession,23160.86,24475.27
Minimalist_Robert_1962,Robert Sparling,0.11,Minimalist,Bronze,5.0,4.0,173.0,1954,71,Yes,Polished,Museum Deaccession,6.32,6.38
Baroque_Robert_1963,Robert Eggert,0.55,Baroque,Aluminium,18.0,10.0,646.0,1974,51,Yes,Elegant,Auctioned in London,6.53,6.64
Minimalist_Dennis_1964,Dennis Legge,0.46,Minimalist,Brass,26.0,8.0,10899.0,1940,85,No,Intricate,Acquired from Artist,44.24,47.99
Modern_Helen_1965,Helen Davis,0.58,Modern,Marble,26.0,6.0,87529.0,1922,103,No,Intricate,Private Collection,199.99,229.97
Minimalist_Linwood_1966,Linwood Cao,0.7,Minimalist,Brass,32.0,22.0,105447.0,1952,73,Yes,Intricate,Private Collection,67.9,108.71
Modern_Patrick_1967,Patrick Holland,0.8,Modern,Bronze,30.0,7.0,12379.0,1909,116,No,Elegant,Gallery Exhibition,30.12,42.41
Baroque_Peter_1968,Peter Gonzales,0.95,Baroque,Clay,10.0,4.0,105.0,1878,147,No,Polished,Gallery Exhibition,4.18,4.48
Modern_Betty_1969,Betty Pelfrey,0.7,Modern,Bronze,21.0,8.0,7286.0,1887,138,No,Expressive,Private Collection,30.41,45.97
Classical_Kenneth_1970,Kenneth Bellmay,0.18,Classical,Brass,23.0,10.0,14363.0,1862,163,No,Rustic,Private Collection,8.84,8.16
Baroque_Caleb_1971,Caleb Washam,0.22,Baroque,Brass,17.0,16.0,,1996,29,Yes,Elegant,Auctioned in London,21.15,27.47
Contemporary_Dewayne_1972,Dewayne Then,0.24,Contemporary,Aluminium,3.0,3.0,14.0,1981,44,Yes,Rustic,Auctioned in New York,3.51,4.93
Renaissance_Nancy_1973,Nancy Wurster,,Renaissance,Bronze,14.0,6.0,2297.0,1853,172,No,Vibrant,Museum Deaccession,5.5,6.63
Abstract_Tina_1974,Tina Bunch,0.76,Abstract,Clay,10.0,,124.0,1898,127,No,Intricate,Auctioned in New York,6.53,6.86
Abstract_Jeanette_1975,Jeanette Wilton,0.32,Abstract,Brass,32.0,20.0,52189.0,1916,109,No,Minimal,Private Collection,115.92,110.41
Modern_Deanna_1976,Deanna Dobbins,0.18,Modern,,10.0,4.0,184.0,1962,63,Yes,Minimal,Gallery Exhibition,4.53,4.38
Renaissance_Thelma_1977,Thelma Peterson,0.54,Renaissance,Bronze,28.0,10.0,12288.0,1997,28,Yes,Intricate,Inherited Estate,60.07,55.37
Baroque_Alexandra_1978,Alexandra Fala,0.41,Baroque,Stone,21.0,13.0,1064738.0,1976,49,Yes,Vibrant,Acquired from Artist,2475.13,2911.42
Renaissance_Gregory_1979,Gregory Bowden,0.73,Renaissance,Aluminium,7.0,4.0,67.0,1921,104,No,Polished,Auctioned in London,3.66,3.75
Abstract_Victoria_1980,Victoria Williams,0.41,Abstract,Aluminium,6.0,4.0,,2004,21,Yes,Polished,Acquired from Artist,3.91,3.61
Contemporary_Maria_1981,Maria Grisham,,Contemporary,Wood,16.0,6.0,193.0,1866,159,No,Minimal,Acquired from Artist,4.26,5.43
Renaissance_Graciela_1982,Graciela Douglas,0.52,Renaissance,Brass,10.0,4.0,333.0,2014,11,Yes,Rustic,Inherited Estate,4.26,4.53
Classical_Candice_1983,Candice Wright,0.13,Classical,,,15.0,2059754.0,1868,157,No,Polished,Gallery Exhibition,945.16,1430.54
Modern_Ronald_1984,Ronald Brown,0.46,Modern,Brass,30.0,15.0,48152.0,1903,122,No,Minimal,Museum Deaccession,143.0,149.2
Minimalist_Alfonso_1985,Alfonso Mcginness,0.57,Minimalist,Brass,11.0,8.0,3100.0,1948,77,No,Minimal,Auctioned in New York,3.04,4.07
Abstract_Carlos_1986,Carlos Roberts,0.4,Abstract,Aluminium,3.0,2.0,11.0,1898,127,No,Polished,Auctioned in New York,4.73,6.7
Minimalist_Agnes_1987,Agnes Larkins,0.59,Minimalist,,21.0,13.0,9925.0,2003,22,Yes,Expressive,Museum Deaccession,39.37,47.67
Modern_Martin_1988,Martin Durso,0.33,Modern,Brass,21.0,6.0,6365.0,2014,11,Yes,Expressive,Museum Deaccession,6.34,6.37
Renaissance_Tony_1989,Tony Daub,,Renaissance,Aluminium,28.0,9.0,1850.0,1887,138,No,Rustic,Private Collection,10.52,10.33
Classical_Kelly_1990,Kelly Hall,,Classical,Wood,10.0,4.0,61.0,1929,96,No,Elegant,Private Collection,3.71,3.81
Modern_Ronald_1991,Ronald Neale,0.27,Modern,Bronze,10.0,,649.0,1887,138,No,Intricate,Private Collection,3.75,5.09
Classical_Betty_1992,Betty Gagne,0.68,Classical,Stone,34.0,14.0,3159017.0,1870,155,No,Minimal,Acquired from Artist,3974.56,5402.86
Classical_Kenneth_1993,Kenneth Bryant,0.93,Classical,Bronze,39.0,24.0,100937.0,1891,134,No,Minimal,Gallery Exhibition,739.57,1039.9
Baroque_Belinda_1994,Belinda Rogers,0.34,Baroque,Bronze,27.0,10.0,7435.0,1943,82,No,Expressive,Acquired from Artist,36.46,38.62
Baroque_Alejandro_1995,Alejandro Kimmes,0.52,Baroque,Bronze,13.0,7.0,1725.0,1932,93,No,Elegant,Museum Deaccession,3.81,3.98
Contemporary_Sandra_1996,Sandra Ervin,0.23,Contemporary,Clay,39.0,16.0,,1963,62,Yes,Expressive,Auctioned in London,11.52,16.28
Modern_Patrick_1997,Patrick Armstrong,0.8,Modern,,,7.0,119052.0,1887,138,No,Polished,Private Collection,356.73,361.72
Contemporary_Kelly_1998,Kelly Wise,0.64,Contemporary,,11.0,,17758.0,1947,78,No,Intricate,Private Collection,83.1,76.1
Modern_Alfred_1999,Alfred Weldon,0.67,Modern,Wood,35.0,20.0,723.0,1926,99,No,Rustic,Inherited Estate,5.65,5.2
Minimalist_Lyle_2000,Lyle Burks,0.43,Minimalist,Wood,22.0,10.0,285.0,1982,43,Yes,Intricate,Inherited Estate,4.26,6.05
Classical_James_2001,James Mello,0.18,Classical,Aluminium,38.0,23.0,4641.0,1966,59,Yes,Minimal,Auctioned in London,6.37,6.07
Classical_Peggy_2002,Peggy Moon,,Classical,Bronze,17.0,6.0,3553.0,1887,138,No,Polished,Auctioned in London,7.12,7.71
Baroque_Janet_2003,Janet Hernandez,0.27,Baroque,Clay,24.0,8.0,1074.0,1963,62,Yes,Expressive,Inherited Estate,4.42,5.03
Classical_Russell_2004,Russell Mcdowell,0.02,Classical,Bronze,6.0,5.0,210.0,1990,35,Yes,Vibrant,Museum Deaccession,3.44,4.55
Baroque_Eric_2005,Eric Hood,0.18,Baroque,Stone,21.0,12.0,857393.0,1883,142,No,Intricate,Inherited Estate,520.57,564.08
Contemporary_Joyce_2006,Joyce Utz,0.16,Contemporary,Aluminium,,11.0,973.0,1898,127,No,Vibrant,Auctioned in London,5.84,6.17
Abstract_Robert_2007,Robert Ison,0.49,Abstract,Brass,32.0,10.0,44187.0,1919,106,No,Vibrant,Auctioned in New York,75.39,104.49
Baroque_Karl_2008,Karl Goins,0.14,Baroque,Aluminium,12.0,6.0,309.0,1945,80,No,Vibrant,Private Collection,5.39,5.55
Renaissance_William_2009,William Willie,0.47,Renaissance,Marble,13.0,7.0,34249.0,1966,59,Yes,Polished,Gallery Exhibition,24.31,26.86
Baroque_Sherrill_2010,Sherrill Crosby,,Baroque,Aluminium,4.0,4.0,39.0,1987,38,Yes,Elegant,Private Collection,2.83,4.67
Baroque_Travis_2011,Travis Schmidgall,0.76,Baroque,Aluminium,33.0,11.0,1845.0,1869,156,No,Polished,Private Collection,11.69,11.2
Minimalist_Sandra_2012,Sandra Combs,0.34,Minimalist,Aluminium,11.0,7.0,291.0,2009,16,Yes,Polished,Private Collection,2.57,3.41
Modern_Paul_2013,Paul Locke,0.06,Modern,Clay,29.0,12.0,4538.0,1980,45,Yes,Minimal,Private Collection,5.94,6.62
Baroque_George_2014,George Dillard,0.2,Baroque,Brass,26.0,15.0,40745.0,1918,107,No,Vibrant,Museum Deaccession,21.73,21.47
Abstract_Joanne_2015,Joanne Barth,0.74,Abstract,Bronze,3.0,,63.0,2005,20,Yes,Expressive,Auctioned in New York,3.18,3.6
Contemporary_Jame_2016,Jame Digirolamo,0.29,Contemporary,Clay,13.0,8.0,685.0,1908,117,No,Vibrant,Private Collection,2.92,4.04
Renaissance_Tyree_2017,Tyree Kapp,0.35,Renaissance,Wood,3.0,2.0,,1887,138,No,Polished,Inherited Estate,2.95,4.41
